sample_location,sample_date,Fe2O3_percent,Fe_percent,SiO2_percent,SO3_percent,Na2O_percent,CaO_percent,MnO_percent,Al2O3_percent,Cl_percent,MgO_percent,Cr2O3_percent,Co2O3_percent,corrosion_severity,corrosion_implication
Filter_Unit_2,27/03/2023 13:01,29.453,18.75,12.861,2.009,2.526,4.929,1.456,6.891,1.04,2.826,0.847,0.462,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/03/2023 14:01,28.989,19.416,11.065,1.852,2.522,4.456,0.985,5.693,0.815,2.888,0.894,0.48,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_3,27/03/2023 15:01,30.904,17.674,11.179,2.067,2.292,4.259,1.374,7.734,1.154,3.27,0.791,0.4,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/03/2023 16:01,34.843,17.06,12.219,1.607,2.348,5.724,1.378,5.684,1.054,3.229,0.988,0.652,High,"Immediate attention required, consider replacement"
Heater_Unit_1,27/03/2023 17:01,29.939,18.969,10.737,2.111,2.294,5.129,1.092,6.71,0.755,3.199,0.934,0.447,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_3,27/03/2023 18:01,36.561,18.66,9.138,2.322,1.946,5.084,1.193,7.621,0.801,3.564,0.667,0.517,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_2,27/03/2023 19:01,31.694,18.092,11.275,1.72,2.434,4.855,1.511,6.885,0.876,3.572,1.041,0.406,High,"Immediate attention required, consider replacement"
Heater_Unit_2,27/03/2023 20:01,30.565,17.134,10.545,1.841,2.803,4.676,1.109,6.509,1.205,3.642,0.842,0.438,High,"Immediate attention required, consider replacement"
Filter_Unit_1,27/03/2023 21:01,35.005,19.514,11.194,1.815,2.19,4.055,1.102,6.321,1.067,3.258,0.5,0.398,High,"Immediate attention required, consider replacement"
Heater_Unit_2,27/03/2023 22:01,32.238,19.508,11.639,1.912,2.462,4.493,1.113,7.595,0.789,3.284,0.897,0.423,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_2,27/03/2023 23:01,32.197,18.973,10.123,1.59,2.298,4.424,1.335,5.815,0.783,4.033,0.787,0.48,Moderate,"Increased monitoring required, plan maintenance"
Pipeline_Inspection_1,28/03/2023 01:01,34.036,18.134,11.486,1.86,2.207,4.722,1.551,6.34,0.855,3.25,0.983,0.485,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/06/2023 01:01,32.987,20.644,11.043,1.924,2.212,4.966,1.535,5.61,1.328,3.221,0.83,0.421,High,"Immediate attention required, consider replacement"
Discharge_Point,27/06/2023 02:01,32.698,15.549,11.844,2.135,2.491,5.322,1.63,5.762,0.86,2.553,0.961,0.493,High,"Immediate attention required, consider replacement"
Discharge_Point,27/06/2023 03:01,37.465,17.268,11.069,1.675,2.043,4.152,1.125,5.807,0.787,3.873,0.782,0.413,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_1,27/06/2023 04:01,27.577,17.67,13.71,1.787,1.773,4.98,1.312,7.185,0.792,3.685,0.792,0.443,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_3,27/06/2023 05:01,32.866,16.235,12.207,2.323,1.97,4.239,1.291,7.688,1.033,3.92,0.656,0.353,High,"Immediate attention required, consider replacement"
Filter_Unit_1,27/06/2023 06:01,33.044,16.599,13.271,2.136,2.443,4.602,1.592,5.998,0.91,2.617,0.966,0.344,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/06/2023 07:01,31.846,15.331,12.234,2.142,2.369,5.708,1.451,6.123,0.938,3.377,0.722,0.423,High,"Immediate attention required, consider replacement"
Heater_Unit_2,27/06/2023 08:01,29.546,18.476,12.079,2.233,2.67,5.012,1.51,5.993,1.037,3.512,0.83,0.311,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_1,27/06/2023 09:01,31.994,19.446,11.399,1.708,2.5,4.86,1.145,7.27,0.958,3.043,0.809,0.414,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/06/2023 10:01,28.676,16.217,9.281,1.958,2.409,4.722,1.643,6.198,0.644,3.972,0.818,0.308,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_1,27/06/2023 11:01,31.234,18.117,12.064,2.081,2.395,4.269,1.321,6.005,0.909,3.078,0.926,0.432,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/06/2023 12:01,36.77,18.019,11.998,1.499,2.11,4.373,1.151,5.131,0.965,2.878,0.946,0.428,High,"Immediate attention required, consider replacement"
Discharge_Point,27/06/2023 13:01,36.942,17.91,10.311,2.107,2.057,5.238,1.406,7.294,0.682,3.624,0.811,0.438,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/06/2023 14:01,33.741,17.902,11.218,1.689,1.795,4.961,1.469,5.789,0.855,3.566,0.912,0.333,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_1,27/06/2023 15:01,31.36,18.547,11.065,2.326,2.258,3.574,1.439,8.193,1.145,3.907,1.144,0.454,High,"Immediate attention required, consider replacement"
Filter_Unit_1,27/06/2023 16:01,32.421,19.59,10.247,2.277,2.364,4.516,0.91,7.563,0.821,3.128,0.941,0.423,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/06/2023 17:01,29.181,17.466,11.484,2.024,2.37,5.026,1.381,5.322,1.044,3.002,0.679,0.512,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/06/2023 18:01,32.128,18.117,11.349,1.665,2.18,3.909,1.492,7.936,0.983,2.756,0.723,0.439,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_2,27/06/2023 19:01,32.025,16.823,11.871,2.055,2.267,4.33,1.144,6.325,0.872,3.543,0.871,0.407,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_2,27/06/2023 20:01,28.653,17.399,11.548,1.726,2.003,4.36,1.208,6.006,0.993,3.829,1.003,0.356,Moderate,"Increased monitoring required, plan maintenance"
Onshore_Suction_Point,27/06/2023 21:01,30.188,15.984,9.502,1.866,2.828,3.642,1.104,7.343,0.797,3.982,0.863,0.314,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_2,27/06/2023 22:01,32.611,17.465,10.226,1.915,2.254,5.057,1.014,7.596,0.735,3.29,0.831,0.49,High,"Immediate attention required, consider replacement"
Heater_Unit_3,27/06/2023 23:01,29.726,17.301,11.071,1.73,2.181,5.211,1.31,6.136,0.617,3.156,0.66,0.375,Moderate,"Increased monitoring required, plan maintenance"
Heater_Unit_2,28/06/2023 01:01,33.553,18.124,12.663,2.125,2.358,5.773,1.09,5.437,1.103,4.108,0.885,0.397,High,"Immediate attention required, consider replacement"
Filter_Unit_2,30/09/2023 01:01,35.346,18.697,12.474,2.318,2.144,4.18,1.561,6.454,0.715,3.609,0.885,0.399,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,30/09/2023 02:01,28.168,17.229,10.721,1.633,2.279,5.751,1.51,7.207,1.038,3.274,0.707,0.436,Moderate,"Increased monitoring required, plan maintenance"
Discharge_Point,30/09/2023 03:01,31.715,16.4,12.409,1.977,2.225,4.259,1.215,6.384,0.897,3.698,0.844,0.473,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,30/09/2023 04:01,35.616,21.118,11.433,1.587,2.441,3.4,0.953,7.902,0.948,2.88,0.873,0.444,High,"Immediate attention required, consider replacement"
Heater_Unit_1,30/09/2023 05:01,34.22,15.641,10.912,1.878,2.291,4.034,0.975,5.793,0.746,3.559,0.918,0.537,High,"Immediate attention required, consider replacement"
Heater_Unit_3,30/09/2023 06:01,29.184,17.228,12.681,2.393,2.888,3.954,1.441,5.38,1.059,4.669,0.92,0.446,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,30/09/2023 07:01,35.171,19.535,11.863,1.651,2.363,4.735,1.56,6.646,1.227,3.15,0.872,0.463,High,"Immediate attention required, consider replacement"
Filter_Unit_1,30/09/2023 08:01,32.299,17.437,10.506,2.332,2.649,4.697,1.741,6.405,1.02,3.59,0.931,0.508,High,"Immediate attention required, consider replacement"
Filter_Unit_2,30/09/2023 09:01,35.206,17.964,10.79,2.19,1.875,4.732,1.473,6.996,1.121,2.987,1.061,0.286,High,"Immediate attention required, consider replacement"
Filter_Unit_1,30/09/2023 10:01,32.791,18.365,10.762,2.191,2.678,5.161,1.233,6.285,0.839,2.999,0.964,0.445,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,30/09/2023 11:01,32.932,17.293,10.685,1.672,2.268,5.113,0.91,6.634,0.876,3.646,0.973,0.418,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,30/09/2023 12:01,31.912,19.951,11.889,1.513,2.133,4.967,1.292,6.966,0.807,3.967,0.759,0.309,Moderate,"Increased monitoring required, plan maintenance"
Heater_Unit_3,30/09/2023 13:01,34.285,19.382,11.118,2.279,2.216,5.955,1.411,6.392,0.945,2.625,0.78,0.514,High,"Immediate attention required, consider replacement"
Filter_Unit_3,30/09/2023 14:01,33.849,17.999,11.141,2.153,2.069,3.945,1.281,5.792,1.179,3.907,1.04,0.343,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_2,30/09/2023 15:01,31.137,19.14,15.652,1.572,2.506,4.714,0.933,6.86,0.826,2.357,0.971,0.346,Moderate,"Increased monitoring required, plan maintenance"
Onshore_Suction_Point,30/09/2023 16:01,31.509,17.272,12.1,2.144,2.553,5.179,1.269,5.803,0.856,3.368,0.932,0.372,High,"Immediate attention required, consider replacement"
Filter_Unit_2,30/09/2023 17:01,29.788,17.743,12.098,1.915,2.671,4.509,1.251,7.314,0.962,4.366,0.987,0.572,Moderate,"Increased monitoring required, plan maintenance"
Heater_Unit_3,30/09/2023 18:01,30.607,16.336,12.244,1.974,2.424,3.253,1.67,7.429,1.038,3.328,0.673,0.409,High,"Immediate attention required, consider replacement"
Heater_Unit_1,30/09/2023 19:01,30.972,20.863,11.53,1.961,2.466,4.914,1.438,7.44,0.925,2.988,0.7,0.365,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,30/09/2023 20:01,30.3,17.254,10.859,2.067,2.763,4.637,1.446,8.151,1.1,3.572,0.851,0.357,High,"Immediate attention required, consider replacement"
Filter_Unit_2,30/09/2023 21:01,32.686,19.629,12.147,2.28,2.253,4.924,1.514,6.82,0.82,2.882,0.705,0.466,High,"Immediate attention required, consider replacement"
Heater_Unit_2,30/09/2023 22:01,27.53,18.55,13.115,1.994,1.837,4.585,1.245,6.314,0.923,2.855,0.973,0.447,Moderate,"Increased monitoring required, plan maintenance"
Heater_Unit_1,30/09/2023 23:01,31.719,17.783,12.529,2.405,2.185,4.792,1.205,6.278,0.748,2.546,1.038,0.426,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,01/10/2023 01:01,29.739,18.949,12.231,2.536,2.112,3.664,1.583,5.791,0.982,4.097,0.815,0.486,High,"Immediate attention required, consider replacement"
Filter_Unit_3,31/12/2023 01:01,36.615,19.963,10.222,1.819,1.865,5.465,1.439,5.859,1.102,3.558,0.663,0.457,High,"Immediate attention required, consider replacement"
Discharge_Point,31/12/2023 02:01,29.275,18.355,10.679,1.933,2.433,4.537,1.427,7.473,0.958,3.45,0.881,0.382,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_1,31/12/2023 03:01,34.685,17.809,10.331,1.524,2.01,4.207,1.226,7.457,0.973,3.286,0.802,0.375,High,"Immediate attention required, consider replacement"
Filter_Unit_3,31/12/2023 04:01,29.607,20.486,11.505,2.078,2.811,5.371,1.805,6.3,1.103,2.324,0.924,0.44,High,"Immediate attention required, consider replacement"
Discharge_Point,31/12/2023 05:01,33.401,21.763,12.112,1.982,2.509,3.948,1.51,6.989,1.122,3.011,0.765,0.393,High,"Immediate attention required, consider replacement"
Discharge_Point,31/12/2023 06:01,33.857,19.09,11.278,1.921,2.532,5.375,1.54,6.614,0.835,4.533,0.934,0.462,High,"Immediate attention required, consider replacement"
Heater_Unit_3,31/12/2023 07:01,31.068,19.737,9.394,2.415,1.941,3.954,1.395,5.859,1.018,3.917,0.82,0.416,High,"Immediate attention required, consider replacement"
Filter_Unit_3,31/12/2023 08:01,33.539,16.794,10.969,1.817,2.44,5.248,1.746,7.913,0.898,3.414,0.49,0.546,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_1,31/12/2023 09:01,30.84,17.701,13.114,2.462,2.473,4.74,1.623,5.754,1.1,3.46,1.003,0.452,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,31/12/2023 10:01,34.445,15.847,10.992,1.941,2.398,5.391,1.019,7.015,0.936,3.669,0.643,0.438,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,31/12/2023 11:01,27.701,17.739,11.17,1.834,2.214,4.535,1.058,4.987,0.893,3.656,0.735,0.488,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_2,31/12/2023 12:01,34.175,19.584,11.613,2.362,2.777,4.805,1.12,6.574,1.064,4.17,0.859,0.46,High,"Immediate attention required, consider replacement"
Heater_Unit_3,31/12/2023 13:01,34.491,18.491,11.156,2.114,2.105,4.853,1.406,6.46,0.898,3.56,0.854,0.356,High,"Immediate attention required, consider replacement"
Discharge_Point,31/12/2023 14:01,32.698,18.979,10.775,1.883,2.435,4.535,1.212,6.409,0.816,2.877,0.757,0.415,High,"Immediate attention required, consider replacement"
Filter_Unit_1,31/12/2023 15:01,29.835,17.137,12.432,1.987,2.282,4.91,1.617,6.267,0.97,3.417,0.821,0.374,High,"Immediate attention required, consider replacement"
Discharge_Point,31/12/2023 16:01,30.251,18.837,10.243,1.776,2.888,4.807,1.238,6.393,0.989,3.736,0.838,0.506,Moderate,"Increased monitoring required, plan maintenance"
Onshore_Suction_Point,31/12/2023 17:01,30.076,16.564,11.829,1.791,2.479,4.669,1.507,6.989,1.089,3.764,1.007,0.368,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,31/12/2023 18:01,32.062,19.71,12.441,1.892,2.157,5.048,1.311,5.826,1.002,3.739,0.787,0.432,High,"Immediate attention required, consider replacement"
Discharge_Point,31/12/2023 19:01,29.782,17.729,10.071,1.81,2.049,4.602,1.453,6.041,1.099,3.006,0.798,0.488,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,31/12/2023 20:01,31.082,18.109,11.181,2.021,1.689,3.863,1.445,7.52,0.803,3.001,0.784,0.421,High,"Immediate attention required, consider replacement"
Heater_Unit_1,31/12/2023 21:01,32.6,17.535,10.367,2.042,2.344,5.766,1.258,6.007,1.003,3.841,0.999,0.363,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,31/12/2023 22:01,30.534,17.579,13.29,1.999,2.354,5.051,1.035,7.227,1,3.08,0.848,0.368,High,"Immediate attention required, consider replacement"
Discharge_Point,31/12/2023 23:01,30.663,16.352,11.232,2.275,2.392,4.877,1.102,6.22,0.826,2.754,0.881,0.45,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,01/01/2024 01:01,35.231,19.323,12.64,1.97,2.048,4.54,1.613,5.585,1.056,4.193,0.945,0.45,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_2,26/03/2024 01:01,30.294,17.859,10.536,2.501,2.043,4.229,1.407,5.692,1.06,3.823,0.888,0.363,High,"Immediate attention required, consider replacement"
Heater_Unit_3,26/03/2024 02:01,32.815,20.024,10.651,2.296,2.276,4.519,1.438,6.486,1.007,3.814,0.795,0.468,High,"Immediate attention required, consider replacement"
Filter_Unit_2,26/03/2024 03:01,29.898,17.465,11.239,2.245,2.705,3.319,1.29,8.114,0.875,2.592,0.656,0.413,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,26/03/2024 04:01,27.732,19.738,12.471,1.473,2.688,4.591,1.553,5.319,0.951,3.707,0.843,0.503,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_2,26/03/2024 05:01,30.546,17.23,10.967,2.207,2.02,4.83,1.433,7.733,0.915,2.782,0.804,0.315,High,"Immediate attention required, consider replacement"
Discharge_Point,26/03/2024 06:01,34.311,20.039,12.108,1.341,2.228,4.855,1.404,6.129,0.539,2.942,0.884,0.358,Moderate,"Increased monitoring required, plan maintenance"
Heater_Unit_2,26/03/2024 07:01,26.563,17.357,10.187,2.047,2.69,5.774,1.338,7.021,0.83,3.209,0.756,0.478,Moderate,"Increased monitoring required, plan maintenance"
Discharge_Point,26/03/2024 08:01,37.783,17.783,11.874,1.827,2.267,4.646,1.528,5.957,1.052,3.136,0.828,0.459,High,"Immediate attention required, consider replacement"
Discharge_Point,26/03/2024 09:01,32.387,18.123,10.439,1.845,2.532,5.244,1.23,6.88,1.122,2.993,0.766,0.349,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_2,26/03/2024 10:01,32.384,18.191,12.004,1.755,2.201,5.142,1.446,5.696,1.087,3.52,0.893,0.441,High,"Immediate attention required, consider replacement"
Heater_Unit_1,26/03/2024 11:01,34.589,17.516,12.414,2.263,2.815,4.608,0.991,7.555,1.075,3.659,0.819,0.453,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,26/03/2024 12:01,33.457,17.723,12.172,1.914,2.519,4.5,1.563,6.599,1.108,3.674,0.84,0.489,High,"Immediate attention required, consider replacement"
Filter_Unit_2,26/03/2024 13:01,28.549,17.239,10.7,1.853,2.424,4.259,1.567,6.652,0.872,3.682,0.821,0.44,Moderate,"Increased monitoring required, plan maintenance"
Discharge_Point,26/03/2024 14:01,33.704,15.868,11.064,1.917,2.018,4.842,1.555,7.296,1.036,4.033,0.841,0.426,High,"Immediate attention required, consider replacement"
Heater_Unit_1,26/03/2024 15:01,31.171,17.659,11.083,2.353,2.261,5.233,1.079,5.924,0.968,2.817,0.811,0.467,High,"Immediate attention required, consider replacement"
Discharge_Point,26/03/2024 16:01,29.325,19.744,13.664,1.983,2.314,4.703,1.194,6.177,0.77,3.736,0.768,0.564,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_2,26/03/2024 17:01,32.079,15.308,11.638,1.505,1.942,5.227,1.185,5.888,0.853,3.362,0.752,0.372,Moderate,"Increased monitoring required, plan maintenance"
Offshore_Suction_Point,26/03/2024 18:01,32.997,18.468,12.159,1.497,1.862,4.784,0.964,6.304,0.723,3.857,0.799,0.411,Moderate,"Increased monitoring required, plan maintenance"
Corrosion_Monitor_1,26/03/2024 19:01,30.974,18.349,12.401,1.804,2.157,3.955,1.409,6.762,0.838,3.846,1.174,0.455,Moderate,"Increased monitoring required, plan maintenance"
Onshore_Suction_Point,26/03/2024 20:01,31.573,18.264,12.214,1.959,2.005,4.055,1.128,6.65,0.84,2.611,0.813,0.385,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,26/03/2024 21:01,33.222,16.743,10.961,2.062,1.776,4.027,1.398,7.966,0.821,2.809,0.638,0.445,High,"Immediate attention required, consider replacement"
Heater_Unit_2,26/03/2024 22:01,32.778,17.722,11.53,1.91,2.293,5.149,1.305,5.028,0.951,3.376,1.038,0.456,High,"Immediate attention required, consider replacement"
Heater_Unit_1,26/03/2024 23:01,29.572,16.371,13.598,2.158,2.149,5.555,1.435,5.791,1.021,3.38,0.814,0.468,High,"Immediate attention required, consider replacement"
Discharge_Point,27/03/2024 01:01,31.659,19.542,10.936,1.808,2.499,4.813,1.535,6.812,1.195,3.453,0.81,0.336,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_2,27/03/2024 02:01,30.935,18.13,12.092,1.498,2.529,3.921,1.309,6.044,0.76,3.816,1.013,0.363,Moderate,"Increased monitoring required, plan maintenance"
Discharge_Point,27/03/2024 03:01,28.871,20.554,11.168,2.245,2.153,5.902,1.253,7.46,0.777,3.728,0.811,0.497,Moderate,"Increased monitoring required, plan maintenance"
Onshore_Suction_Point,27/03/2024 04:01,31.563,19.903,11.518,2.089,2.412,4.33,1.432,7.177,0.842,3.774,0.945,0.474,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/03/2024 05:01,32.749,17.276,12.471,2.411,2.25,4.878,1.553,5.503,0.77,3.82,0.81,0.438,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/03/2024 06:01,29.732,17.468,12.031,1.979,1.938,4.61,1.284,7.133,1.088,4.1,0.968,0.499,High,"Immediate attention required, consider replacement"
Heater_Unit_2,27/03/2024 07:01,29.159,19.735,11.723,1.91,2.508,3.878,1.414,6.569,0.717,3.649,0.785,0.438,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_1,27/03/2024 08:01,33.011,17.582,11.928,2.506,2.308,4.897,1.293,7.071,0.885,3.382,0.992,0.502,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_2,27/03/2024 09:01,32.36,19.563,12.028,2.668,2.032,5.21,1.621,5.737,0.866,3.119,0.912,0.462,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_1,27/03/2024 10:01,29.593,19.097,12.279,2.219,2.443,5.331,1.256,6.369,0.895,3.788,0.916,0.419,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_1,27/03/2024 11:01,32.71,19.099,11.352,2.142,1.891,5.322,1.365,6.597,1.002,3.862,0.654,0.341,High,"Immediate attention required, consider replacement"
Discharge_Point,27/03/2024 12:01,34.059,20.056,12.208,2.376,2.677,4.869,1.404,6.428,0.785,4.063,0.858,0.388,High,"Immediate attention required, consider replacement"
Filter_Unit_1,27/03/2024 13:01,32.267,19.067,9.735,2.092,2.417,5.038,1.401,7.782,0.902,3.452,0.737,0.483,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/03/2024 14:01,32.73,19.533,11.852,2.056,2.095,4.7,1.036,7.499,0.833,3.126,0.799,0.369,High,"Immediate attention required, consider replacement"
Heater_Unit_3,27/03/2024 15:01,30.155,18.496,11.475,2.206,1.685,5.262,1.47,6.189,0.808,2.822,1.091,0.39,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/03/2024 16:01,32.186,17.656,10.393,1.886,2.626,4.362,1.228,6.955,1.083,3.412,1.023,0.445,High,"Immediate attention required, consider replacement"
Discharge_Point,27/03/2024 17:01,29.994,17.011,11.21,2.185,1.901,4.915,1.27,5.527,0.942,3.035,0.94,0.436,High,"Immediate attention required, consider replacement"
Heater_Unit_1,27/03/2024 18:01,32.16,19.376,10.547,1.9,2.347,4.223,1.351,8.072,1.112,3.368,0.871,0.416,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/03/2024 19:01,34.993,19.608,13.322,2.116,2.117,4.417,1.434,7.446,0.846,3.554,0.957,0.525,High,"Immediate attention required, consider replacement"
Filter_Unit_3,27/03/2024 20:01,34.578,17.406,11.472,2.038,2.376,5.01,1.521,6.077,1.025,2.906,0.579,0.435,High,"Immediate attention required, consider replacement"
Filter_Unit_1,27/03/2024 21:01,30.324,17.992,10.564,2.439,2.81,5.155,1.3,7.92,0.905,3.46,0.857,0.359,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/03/2024 22:01,33.582,16.719,11.417,2.033,2.513,5.26,1.262,6.524,0.706,3.658,0.974,0.359,High,"Immediate attention required, consider replacement"
Filter_Unit_2,27/03/2024 23:01,33.737,17.52,11.224,2.122,1.917,5.72,1.258,7.111,0.933,3.184,0.994,0.408,High,"Immediate attention required, consider replacement"
Heater_Unit_3,28/03/2024 01:01,34.071,20.309,9.758,1.623,2.213,4.789,1.686,6.27,0.949,3.819,0.826,0.537,High,"Immediate attention required, consider replacement"
Filter_Unit_3,27/06/2024 01:01,31.114,15.907,12.389,2.163,2.438,5.309,1.399,7.058,0.766,3.039,0.825,0.494,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_2,27/06/2024 02:01,33.005,17.222,11.3,2.471,2.055,4.824,1.255,5.295,0.864,3.889,0.906,0.457,High,"Immediate attention required, consider replacement"
Filter_Unit_3,27/06/2024 03:01,31.788,19.995,10.609,1.443,2.313,5.507,1.32,7.181,0.919,4.243,0.593,0.463,Moderate,"Increased monitoring required, plan maintenance"
Discharge_Point,27/06/2024 04:01,33.315,17.792,12.399,1.842,2.319,4.898,1.4,7.214,0.929,3.798,0.823,0.444,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_1,27/06/2024 05:01,35.015,19.983,12.984,1.612,2.257,3.801,1.879,6.135,0.89,3.737,0.944,0.549,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_2,27/06/2024 06:01,35.038,17.394,13.351,2.821,2.345,4.915,1.375,6.593,0.875,3.003,0.89,0.47,High,"Immediate attention required, consider replacement"
Corrosion_Monitor_1,27/06/2024 07:01,39.028,15.036,11.231,1.662,2.554,4.884,1.426,6.066,0.742,3.485,0.733,0.386,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/06/2024 08:01,31.257,17.209,10.88,1.894,1.622,5.738,1.209,6.693,1.144,2.909,0.976,0.352,High,"Immediate attention required, consider replacement"
Filter_Unit_1,27/06/2024 09:01,30.977,19.267,11.713,1.871,2.099,5.786,1.666,6.262,0.992,3.353,0.747,0.425,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/06/2024 10:01,30.88,16.965,12.492,1.485,2.061,5.597,1.623,8.037,0.955,3.421,0.818,0.457,Moderate,"Increased monitoring required, plan maintenance"
Pipeline_Inspection_2,27/06/2024 11:01,32.274,17.444,11.188,2.062,2.474,4.157,1.283,5.703,0.97,3.399,0.861,0.536,High,"Immediate attention required, consider replacement"
Heater_Unit_1,27/06/2024 12:01,30.564,17.144,9.272,1.801,2.284,4.921,1.473,7.606,1.055,3.214,0.988,0.453,High,"Immediate attention required, consider replacement"
Discharge_Point,27/06/2024 13:01,33.468,16.184,12.443,1.753,2.616,4.919,1.504,4.387,0.989,3.797,0.847,0.474,High,"Immediate attention required, consider replacement"
Discharge_Point,27/06/2024 14:01,31.512,19.03,11.779,2.176,2.311,4.923,1.378,5.154,0.801,3.521,0.788,0.444,High,"Immediate attention required, consider replacement"
Heater_Unit_3,27/06/2024 15:01,32.704,18.812,10.382,1.704,2.301,5.317,1.514,6.687,1.155,4.069,0.827,0.416,High,"Immediate attention required, consider replacement"
Filter_Unit_3,27/06/2024 16:01,36.99,17.955,10.885,1.912,2.424,5.614,1.546,6.208,0.738,2.968,0.671,0.496,High,"Immediate attention required, consider replacement"
Onshore_Suction_Point,27/06/2024 17:01,31.992,18.205,10.434,2.026,2.348,3.716,1.444,6.524,0.582,4.117,0.875,0.447,High,"Immediate attention required, consider replacement"
Heater_Unit_2,27/06/2024 18:01,26.711,18.584,13.387,2.115,2.148,4.931,1.659,7.323,1.04,3.691,0.71,0.55,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_2,27/06/2024 19:01,30.474,19.27,11.955,2.069,2.428,5.587,1.504,8.025,0.796,3.158,0.868,0.334,High,"Immediate attention required, consider replacement"
Heater_Unit_1,27/06/2024 20:01,31.618,17.195,10.733,2.536,2.055,5.45,1.257,7.929,1.198,3.506,0.817,0.415,High,"Immediate attention required, consider replacement"
Offshore_Suction_Point,27/06/2024 21:01,31.787,17.903,10.637,2.372,2.257,5.094,1.501,7.122,1.125,3.54,1.01,0.457,High,"Immediate attention required, consider replacement"
Pipeline_Inspection_2,27/06/2024 22:01,33.656,17.456,11.738,2.447,2.388,4.747,1.185,7.347,0.871,3.565,0.866,0.464,High,"Immediate attention required, consider replacement"
Heater_Unit_3,27/06/2024 23:01,24.854,19.135,11.267,1.801,2.696,4.724,1.578,8.229,1.027,2.422,0.892,0.478,Moderate,"Increased monitoring required, plan maintenance"
Filter_Unit_3,28/06/2024 01:01,29.438,18.592,10.577,1.984,2.447,5.767,1.243,6.261,0.854,2.899,0.855,0.396,Moderate,"Increased monitoring required, plan maintenance"
Offshore_Suction_Point,30/09/2024 01:01,31.695,18.289,12.754,1.53,2.432,4.266,1.625,7.635,0.962,3.833,0.707,0.465,Moderate,"Increased monitoring required, plan maintenance"
